id,reviews_per_month,last_review,number_of_reviews
25909160,0.7,2018/08/05,9
25909161,1.13,2019/05/23,11
25911322,0.74,2019/07/07,7
25912647,0.31,2018/08/22,4
25914288,2.63,2019/06/24,34
25914515,0.08,2018/06/23,1
25917234,1.56,2019/07/07,20
25917853,4.16,2019/07/01,51
25918623,3.12,2019/06/29,36
25918869,0.09,2018/08/22,1
25919220,,,0
25921999,0.26,2019/03/15,1
25922009,0.09,2018/08/03,1
25922026,,,0
25925504,2.98,2019/07/06,38
25927829,2.75,2019/06/23,35
25928236,3.32,2019/07/06,42
25931882,0.85,2019/01/01,11
25933647,1,2019/06/23,1
25934111,2.07,2019/06/25,25
25935054,0.31,2018/12/15,3
25937108,,,0
25937419,2.29,2019/07/02,29
25937698,5.19,2019/04/07,67
25938492,1.53,2019/06/28,19
25939748,1.24,2018/08/17,16
25940097,0.19,2019/03/30,2
25941089,0.71,2018/10/29,9
25942651,0.14,2018/12/11,1
25943177,1.02,2019/06/13,10
25943635,,,0
25946015,0.31,2018/07/26,4
25946924,7.77,2019/06/08,101
25947865,0.82,2019/05/24,10
25947875,0.26,2019/03/18,1
25948078,6.46,2019/06/22,84
25948225,0.2,2018/09/30,2
25948509,,,0
25948697,,,0
25948942,0.85,2018/07/13,11
25949165,,,0
25949359,0.08,2018/07/07,1
25949539,,,0
25949877,0.5,2018/09/17,6
25950590,1.5,2019/06/17,19
25951465,0.79,2019/05/08,10
25951810,0.39,2018/12/22,5
25961778,,,0
25961797,3.71,2019/06/15,48
25962847,2.48,2019/07/04,30
25963570,5.77,2019/06/21,75
25964053,2.82,2019/07/07,35
25964304,,,0
25965483,0.97,2018/10/03,12
25966512,0.85,2019/06/09,11
25967331,0.62,2018/07/08,8
25967882,0.09,2018/07/31,1
25967894,1.39,2019/06/23,15
25968756,0.14,2018/12/11,1
25970374,0.59,2019/07/01,6
25970826,0.88,2019/06/13,11
25971425,0.08,2018/07/16,1
25972102,0.17,2018/09/29,2
25972171,0.08,2018/06/13,1
25972861,3.94,2019/05/20,51
25973941,2.19,2019/05/27,22
25974812,3.61,2019/06/25,45
25975428,2.07,2019/06/26,26
25976738,0.78,2019/06/12,10
25977386,,,0
25977603,0.97,2019/06/03,8
25979705,2.01,2019/06/13,20
25979753,0.24,2018/07/26,3
25980294,2.22,2019/06/23,28
25982477,,,0
25982839,7.38,2019/05/26,95
25995062,7.71,2019/07/03,100
25996748,1.05,2019/01/01,13
25996892,0.41,2019/05/04,2
25997567,,,0
25997748,,,0
25997752,,,0
25997937,0.1,2018/09/03,1
25998042,,,0
25998807,5.65,2019/07/05,64
25999678,2.76,2019/06/12,15
26000019,3.42,2019/06/23,43
26000298,0.91,2019/05/13,11
26000559,5.38,2019/02/27,70
26001361,0.39,2018/11/14,5
26001925,0.44,2019/05/20,5
26002246,,,0
26002676,1.06,2019/05/19,8
26003667,5.52,2019/06/20,71
26003692,0.31,2018/08/17,4
26003793,,,0
26004226,1.26,2019/06/23,16
26004343,0.96,2018/10/30,12
26004664,0.1,2018/09/24,1
26004876,0.19,2018/08/28,2
26005261,0.08,2018/06/19,1
26006150,0.12,2018/11/05,1
26009952,0.4,2019/01/05,5
26010424,2.06,2019/06/27,22
26011175,0.55,2019/06/19,7
26012750,0.98,2019/04/29,12
26013177,4.47,2019/07/05,56
26014359,,,0
26014444,0.63,2019/01/01,8
26022104,,,0
26025308,0.09,2018/07/27,1
26025770,,,0
26026530,1.39,2019/06/30,18
26026904,2.75,2019/07/01,31
26028612,4.08,2019/06/22,52
26029571,1.42,2019/06/12,15
26029677,0.28,2019/03/22,1
26031698,0.65,2019/06/30,8
26032155,1,2019/05/05,12
26033022,0.93,2019/07/02,12
26033190,,,0
26033963,0.95,2019/05/27,11
26035003,0.41,2019/04/27,1
26035069,1.08,2019/04/21,13
26035350,4.57,2019/06/20,59
26035905,4.65,2019/07/01,59
26036438,1.5,2019/06/16,19
26036850,,,0
26036861,2.79,2019/06/19,36
26037255,3.09,2019/07/01,40
26037496,1.84,2019/06/14,22
26038458,7.94,2019/07/07,95
26038825,5.34,2019/06/19,63
26038936,0.62,2018/12/27,8
26039252,4.35,2019/07/01,56
26039725,,,0
26040209,0.86,2018/10/06,11
26040426,0.2,2019/02/07,2
26040453,8.93,2019/07/04,109
26041591,,,0
26041689,2.3,2019/06/25,27
26043335,0.45,2019/04/16,3
26043558,1.89,2019/07/01,24
26048920,0.94,2019/04/10,11
26050423,1.31,2019/05/19,17
26050704,,,0
26052294,0.48,2019/06/02,6
26053340,3.41,2019/06/29,42
26053366,,,0
26054026,0.43,2019/01/02,5
26055132,0.32,2019/04/09,4
26055709,5.67,2019/07/03,73
26056703,,,0
26057084,0.39,2018/12/31,5
26057252,0.11,2018/10/07,1
26057878,3.18,2019/06/29,9
26058074,0.26,2019/01/12,3
26058246,1.78,2019/06/29,21
26058634,0.43,2019/06/13,4
26059525,0.09,2018/08/04,1
26060534,0.64,2019/06/12,8
26061337,2.23,2019/06/07,7
26061532,0.26,2018/09/10,3
26061712,0.09,2018/08/20,1
26062650,0.11,2018/09/28,1
26062892,1.97,2019/06/12,25
26063053,,,0
26063230,4.04,2019/07/02,49
26063353,0.49,2018/12/29,5
26063436,1.96,2019/06/13,24
26063550,1.86,2019/06/30,24
26064299,2.28,2019/05/09,29
26064779,3.57,2019/07/06,43
26065193,1.14,2019/06/11,14
26072801,0.52,2019/06/13,4
26074006,0.19,2019/06/04,2
26074339,0.56,2018/11/14,6
26075796,,,0
26076732,,,0
26076877,1.24,2019/06/16,16
26077493,0.08,2018/07/19,1
26078971,3.59,2019/06/30,42
26079745,0.09,2018/08/17,1
26080154,1.34,2019/06/29,17
26080646,1.42,2019/07/01,18
26080745,0.55,2019/05/21,7
26080980,0.08,2018/07/13,1
26081052,1.93,2019/07/07,25
26084019,3.26,2019/07/02,42
26084024,0.7,2019/05/26,2
26084814,2.75,2019/06/16,33
26085068,0.21,2019/01/13,2
26085075,1.73,2019/06/03,21
26085247,0.3,2019/01/01,3
26085282,0.86,2019/06/29,10
26085355,0.18,2019/01/19,1
26086126,2.49,2019/06/17,30
26086768,2.8,2019/06/23,36
26086909,2.39,2019/06/29,26
26087030,1,2019/06/17,5
26093497,0.16,2019/01/02,1
26094506,3.45,2019/06/19,44
26096547,1.32,2019/06/21,14
26097566,0.24,2019/05/03,2
26098014,7.26,2019/07/06,92
26098606,0.17,2019/04/25,2
26098654,,,0
26099255,4.62,2019/07/03,57
26099303,1.62,2019/05/31,20
26099885,0.09,2018/08/14,1
26104760,1.12,2019/06/16,14
26107318,3.77,2019/07/01,42
26108084,,,0
26108336,0.53,2019/05/20,5
26109380,0.09,2018/07/24,1
26110133,1.81,2019/03/02,23
26110466,1.73,2019/06/22,22
26119005,1.28,2019/06/16,15
26119170,2.18,2019/05/27,25
26121109,0.39,2019/04/27,5
26121159,2.13,2019/03/30,27
26121444,1.34,2019/06/07,15
26121733,0.39,2018/11/26,5
26121892,,,0
26122874,0.24,2019/05/30,3
26123841,2.26,2019/06/24,28
26125053,0.08,2018/07/10,1
26125349,0.08,2018/06/20,1
26126570,,,0
26126894,0.37,2019/06/29,4
26127726,0.65,2019/01/02,8
26127763,3.85,2019/07/02,46
26128481,0.29,2018/12/29,3
26129270,1.82,2019/05/04,20
26129308,1.17,2019/01/03,15
26131004,1.18,2019/07/01,15
26131195,3.18,2019/06/27,40
26131606,,,0
26131794,0.38,2019/04/30,2
26131873,0.1,2018/08/31,1
26132476,0.55,2019/05/08,5
26134096,7.32,2019/07/07,94
26134638,0.39,2018/11/04,5
26135091,2.11,2019/07/07,27
26135659,1.59,2019/06/03,20
26135711,,,0
26136583,0.16,2018/07/05,2
26136978,5.37,2019/07/04,68
26137379,2.47,2019/07/07,29
26137457,0.45,2019/06/28,5
26137778,0.85,2019/04/10,10
26138483,0.17,2018/07/30,2
26138542,0.57,2019/04/23,7
26138591,3.56,2019/06/13,45
26138643,1.55,2019/06/09,16
26138702,0.09,2018/07/30,1
26138943,0.19,2019/04/01,2
26138957,,,0
26139590,0.33,2018/08/03,4
26139678,,,0
26140709,0.09,2018/08/10,1
26142708,,,0
26147454,,,0
26147702,,,0
26148245,0.34,2019/05/18,3
26149494,0.33,2019/06/01,3
26150100,,,0
26150691,0.16,2018/07/01,2
26153609,0.25,2018/07/22,3
26155827,0.16,2018/08/09,2
26156155,0.2,2018/09/30,2
26157329,4.25,2019/07/07,37
26157426,0.71,2019/01/01,9
26158157,0.52,2019/04/22,6
26158857,1,2019/07/06,1
26159891,0.51,2019/05/20,5
26160236,1.72,2019/04/14,21
26162960,0.38,2019/06/24,4
26164046,2.13,2019/06/30,27
26164204,2.02,2019/06/16,15
26164606,2.2,2018/11/28,28
26165109,,,0
26165195,5.27,2019/07/02,65
26165533,2.82,2019/06/18,35
26166442,0.5,2018/10/27,6
26166987,0.2,2018/12/31,2
26167034,0.29,2019/01/03,3
26167182,5.82,2019/05/27,72
26167567,11.68,2019/07/01,148
26168027,,,0
26171844,4.34,2019/06/22,54
26182768,0.74,2019/05/31,9
26182774,2.59,2019/06/06,31
26183173,0.09,2018/08/26,1
26183582,3.56,2019/06/30,45
26185195,0.32,2018/07/30,4
26186295,0.08,2018/06/24,1
26186945,0.39,2018/08/12,5
26188309,0.08,2018/06/30,1
26188604,0.43,2019/01/01,5
26188665,0.48,2018/08/11,6
26188757,0.08,2018/07/09,1
26189111,1.23,2019/07/01,13
26190193,1.12,2019/04/28,10
26190559,,,0
26190785,0.71,2018/08/02,9
26190809,0.16,2018/07/30,2
26191578,,,0
26191770,0.23,2019/05/31,2
26192545,0.27,2018/11/02,3
26193643,3.32,2019/07/01,41
26193678,0.46,2019/01/01,3
26194019,0.48,2018/08/04,6
26194075,0.8,2019/06/15,9
26194357,1.77,2019/04/28,22
26194606,0.63,2019/06/11,8
26194771,,,0
26196029,1.11,2019/06/30,7
26196660,1.38,2019/06/17,16
26198109,0.79,2019/06/01,1
26198112,,,0
26198481,4.59,2019/07/07,58
26199962,3.04,2019/06/07,37
26200203,1.52,2019/06/23,19
26200249,0.16,2018/08/05,2
26200914,0.45,2018/12/30,5
26201442,4.07,2019/06/15,50
26201913,1.17,2019/06/29,9
26202688,2.26,2019/06/23,26
26203807,0.92,2019/05/12,11
26205265,3.31,2019/06/30,41
26210593,,,0
26211176,0.09,2018/08/10,1
26219420,0.47,2019/06/26,5
26220343,0.86,2019/04/21,10
26221423,3.6,2019/07/03,43
26223279,1.34,2019/02/23,17
26224149,0.2,2019/05/08,2
26224487,1.81,2019/07/07,21
26224538,2.19,2019/07/02,23
26225021,3.06,2019/06/29,32
26227629,0.91,2019/05/19,11
26228457,0.59,2019/06/02,7
26229979,0.27,2018/08/21,3
26232008,0.45,2018/09/25,5
26232656,0.57,2019/06/29,5
26235821,1.15,2019/06/14,10
26235873,1.76,2019/07/06,22
26236138,2.01,2019/06/20,20
26238688,0.3,2019/01/07,3
26240434,,,0
26247578,0.22,2019/04/10,2
26249499,0.95,2019/06/01,12
26249544,2.26,2019/07/06,27
26250185,2.83,2019/07/07,36
26250476,0.25,2018/10/30,3
26250574,1.51,2019/06/16,19
26250832,,,0
26251173,,,0
26251284,1.18,2019/03/23,15
26251408,0.11,2018/09/27,1
26251587,,,0
26251659,0.76,2019/05/19,7
26252069,4.76,2019/06/19,60
26252097,1.09,2019/05/27,10
26252841,0.11,2018/10/08,1
26253008,0.5,2018/11/20,6
26253804,1.34,2019/06/23,13
26253826,,,0
26254872,0.16,2018/07/30,2
26254953,0.17,2019/05/29,2
26255072,1.28,2018/12/23,16
26255080,2.5,2019/07/01,31
26255392,2.25,2019/07/01,28
26255895,0.16,2018/07/05,2
26256019,1.85,2019/06/30,23
26256557,,,0
26256921,0.25,2018/08/19,3
26257613,0.51,2018/12/14,5
26257731,,,0
26257823,1.63,2019/06/25,20
26257903,4.49,2019/06/16,57
26258306,0.98,2019/03/31,4
26258351,1.69,2019/07/01,21
26259541,1.48,2019/06/23,18
26260516,2.84,2019/04/23,35
26268189,0.74,2019/06/15,8
26270554,0.08,2018/06/28,1
26270906,0.21,2019/05/20,2
26271462,0.11,2018/10/10,1
26271688,0.18,2019/03/24,2
26272163,0.28,2019/05/31,3
26272421,0.17,2019/01/02,2
26272989,0.09,2018/08/10,1
26273200,,,0
26274345,,,0
26274490,1.53,2019/06/23,16
26274952,5.64,2019/07/01,25
26275024,0.71,2019/06/30,8
26275643,0.26,2019/04/09,3
26277801,0.09,2018/07/28,1
26278372,1.11,2019/06/12,13
26278431,0.32,2019/06/05,2
26279108,0.08,2018/07/01,1
26279999,1.29,2018/12/12,16
26280662,1.03,2019/05/19,2
26280689,4.76,2019/07/07,60
26280881,0.34,2018/10/25,4
26281121,3.89,2019/05/20,49
26281187,0.08,2018/07/07,1
26290174,1.73,2019/06/16,21
26291721,,,0
26293088,0.94,2019/06/03,6
26294354,2.82,2019/07/04,31
26294658,0.26,2019/05/28,3
26295421,3.21,2019/06/15,40
26295450,0.24,2018/10/15,3
26297402,1.44,2019/06/05,18
26297631,3.73,2019/07/05,42
26298570,0.83,2019/04/28,10
26300797,2.56,2019/06/16,30
26301985,1.88,2019/07/06,22
26303788,0.44,2019/04/08,5
26304188,0.24,2018/08/07,3
26304486,0.95,2019/06/09,11
26304847,1.54,2019/06/18,17
26304871,3.33,2019/06/24,36
26306276,0.17,2018/09/10,2
26310218,,,0
26311285,0.26,2019/02/04,3
26313558,2.17,2019/06/09,26
26317923,0.22,2018/10/10,2
26318555,0.49,2019/05/22,5
26319688,,,0
26320074,2.82,2019/06/30,33
26320521,0.43,2018/12/30,5
26322941,5.32,2019/07/03,55
26323287,3.59,2019/07/07,22
26324904,0.34,2018/09/09,4
26325637,2.5,2019/06/30,30
26326115,1.23,2019/06/27,15
26326777,0.11,2018/10/08,1
26327565,2.8,2019/06/30,31
26327970,1.89,2019/07/07,23
26329644,0.33,2019/06/21,4
26330526,2.26,2019/06/21,27
26331103,1,2019/07/04,1
26331645,,,0
26332143,0.35,2018/12/30,4
26332425,1.4,2019/06/28,5
26332468,4.41,2019/07/05,55
26333121,5.82,2019/06/30,73
26334022,5.39,2019/06/15,67
26334347,1.14,2019/06/17,12
26334886,0.46,2019/01/01,5
26335577,,,0
26335893,0.76,2018/12/04,8
26336898,0.66,2019/06/23,6
26337274,1.77,2019/03/24,22
26337439,2.87,2019/06/09,36
26337617,2.95,2019/07/08,31
26338609,0.25,2018/07/15,3
26338854,1.92,2019/06/13,23
26338897,0.19,2018/10/28,2
26341895,0.18,2018/11/24,2
26341916,,,0
26344667,0.4,2018/08/19,5
26350983,0.09,2018/08/08,1
26351621,0.75,2019/06/14,9
26351877,2.58,2019/06/10,30
26352096,0.93,2018/09/20,11
26352984,1.61,2019/06/24,19
26353304,3.69,2019/07/05,45
26355142,0.5,2019/06/14,6
26355170,0.53,2019/05/19,6
26355272,4.74,2019/07/01,15
26355413,0.24,2018/10/03,3
26356082,0.67,2019/05/25,1
26356921,0.73,2019/04/26,8
26357035,,,0
26357145,,,0
26357357,4.63,2019/05/04,57
26357377,0.64,2019/05/23,1
26357960,,,0
26358309,4.69,2019/05/29,58
26358423,3.28,2019/06/23,39
26358530,1.63,2019/01/01,20
26358694,1.33,2018/11/19,16
26359068,0.65,2019/04/26,6
26359622,2.67,2019/06/26,32
26360690,1.32,2019/06/17,16
26361090,0.09,2018/08/20,1
26361306,1.8,2019/03/24,22
26361403,8.69,2019/06/29,106
26361594,1.45,2019/06/01,18
26362867,0.88,2019/06/01,11
26362898,,,0
26365747,4.34,2019/06/19,54
26366437,2.81,2019/06/30,31
26366913,0.86,2019/06/04,1
26370425,0.17,2018/08/11,2
26371238,5.28,2019/07/06,44
26374486,,,0
26380347,,,0
26383405,1.95,2019/07/01,23
26383523,0.29,2019/01/02,2
26385006,0.36,2019/01/01,4
26385197,0.26,2019/06/02,3
26385398,3.11,2019/06/29,35
26385422,0.24,2019/01/03,3
26386244,0.59,2019/04/24,7
26386411,0.49,2018/09/27,6
26386759,0.41,2018/07/29,5
26387138,2.53,2019/05/05,31
26387184,0.38,2019/01/07,3
26387674,3.25,2019/06/23,38
26387779,0.17,2018/08/03,2
26388810,,,0
26388933,1,2019/06/08,12
26390150,0.08,2018/06/30,1
26390806,0.7,2019/01/03,6
26391060,0.52,2019/06/23,6
26392206,0.93,2019/06/23,11
26392397,0.35,2018/10/02,4
26394592,1.26,2019/01/02,13
26394988,0.87,2019/06/05,10
26395296,3.46,2019/07/01,15
26397041,0.81,2019/06/19,2
26397444,0.33,2018/08/13,4
26398320,0.43,2019/05/20,5
26398428,,,0
26398894,1.5,2019/06/22,17
26401639,0.71,2019/05/17,8
26408958,1.42,2019/05/08,13
26409175,0.84,2019/05/23,10
26410121,0.89,2019/03/11,11
26410307,0.53,2019/06/09,6
26412930,0.66,2018/09/01,8
26414834,0.92,2019/05/30,3
26415648,1.15,2019/05/25,9
26416651,0.32,2018/07/13,4
26417009,1.39,2019/06/23,17
26417485,0.77,2019/06/15,9
26417856,2.17,2019/06/22,25
26419291,1.14,2019/06/28,14
26420017,0.08,2018/07/15,1
26420626,1.77,2019/07/04,21
26420986,1.13,2019/05/27,12
26421624,2.73,2019/06/29,32
26422007,0.14,2018/11/30,1
26422113,0.57,2019/06/04,7
26423738,,,0
26424516,0.43,2019/05/20,5
26424667,7.01,2019/06/16,82
26425032,0.87,2019/06/20,6
26425700,0.17,2018/07/27,2
26425943,0.33,2018/11/04,3
26429962,1.76,2019/06/16,8
26430182,,,0
26430364,0.68,2019/06/12,6
26430901,2.14,2019/06/25,26
26431251,1.3,2019/07/01,16
26431364,,,0
26431441,0.99,2019/07/06,11
26440393,1.07,2019/07/01,12
26440780,0.44,2019/01/01,5
26440793,0.42,2018/12/31,5
26440960,0.51,2018/12/10,6
26441519,2.46,2019/06/20,29
26441935,0.73,2019/05/18,6
26443106,1.71,2019/06/20,19
26443119,4.61,2019/06/23,55
26443376,0.74,2019/06/01,9
26446103,2.8,2019/06/24,34
26447297,1.82,2019/06/23,21
26447954,,,0
26449028,0.61,2019/05/27,7
26449775,0.22,2019/01/02,2
26450173,,,0
26450185,0.58,2019/05/19,1
26450570,,,0
26450631,4.5,2019/06/19,55
26450798,,,0
26450808,,,0
26450809,,,0
26450817,0.24,2018/12/04,2
26450823,0.11,2018/10/01,1
26450833,,,0
26450834,,,0
26451569,1.12,2018/09/29,14
26453418,0.3,2019/04/01,1
26455093,2.21,2019/07/07,27
26455688,2.54,2019/06/26,30
26456925,0.18,2019/01/25,1
26458835,0.08,2018/07/06,1
26463879,,,0
26465413,0.65,2018/09/16,8
26465686,0.94,2019/04/09,11
26467543,0.18,2018/08/14,2
26469342,0.09,2018/08/01,1
26470188,0.08,2018/07/11,1
26471867,2.87,2019/06/30,35
26472079,2.07,2019/06/25,25
26472112,1.03,2019/07/01,9
26472343,2.46,2019/07/01,29
26473275,0.66,2019/05/13,8
26473415,1.98,2019/06/29,14
26473544,0.36,2018/10/16,4
26473581,4.79,2019/06/24,52
26474934,0.19,2019/01/13,2
26475612,4.36,2019/06/23,52
26475717,,,0
26476238,0.5,2018/08/11,6
26476892,3.68,2019/06/25,37
26477897,0.09,2018/08/18,1
26487039,1.58,2019/06/20,16
26488707,0.97,2018/07/28,12
26489146,0.6,2019/05/20,1
26489955,2.51,2019/06/01,30
26490844,2.28,2019/06/30,6
26494149,,,0
26494242,0.25,2019/01/01,3
26494876,0.16,2018/07/02,2
26494942,2.74,2019/07/01,34
26496075,2.05,2018/11/30,25
26496330,0.17,2018/09/30,2
26496505,10.86,2019/07/07,134
26496645,,,0
26497309,0.48,2018/11/25,6
26497890,3.35,2019/06/30,41
26499284,0.57,2018/07/31,7
26500087,2.88,2019/06/26,31
26501755,0.58,2018/10/31,7
26501791,4.06,2019/07/02,49
26503507,2.91,2019/06/18,35
26504376,3.34,2019/07/02,41
26514725,1.1,2019/06/06,11
26516462,0.47,2019/04/28,3
26516849,0.87,2019/06/11,10
26518272,0.17,2019/04/30,2
26518337,1.99,2019/07/01,23
26518547,1.48,2019/07/01,4
26518779,0.28,2019/06/27,3
26518916,0.35,2019/05/11,4
26519306,1.9,2019/06/03,22
26519461,1.3,2019/06/30,2
26520216,0.63,2019/01/03,7
26520475,0.35,2019/06/23,4
26521015,1.6,2019/06/30,18
26522298,0.45,2019/05/16,4
26522398,0.09,2018/08/14,1
26522529,2.83,2019/06/11,34
26522949,0.36,2018/08/27,4
26523155,0.17,2018/08/07,2
26526075,2.9,2019/06/28,34
26526269,0.16,2018/07/21,2
26527543,,,0
26527613,0.08,2018/07/08,1
26527791,,,0
26528837,2.36,2019/05/28,28
26529593,1.76,2019/05/28,21
26530921,0.1,2018/09/25,1
26532680,4.15,2019/07/01,47
26532770,,,0
26532804,,,0
26534723,0.09,2018/07/30,1
26534838,0.52,2019/03/25,6
26535575,0.34,2019/06/12,4
26538746,0.08,2018/07/03,1
26538883,0.09,2018/07/27,1
26540634,,,0
26550322,1.94,2019/06/22,20
26552340,2.47,2019/06/25,29
26552951,,,0
26553542,0.17,2018/07/15,2
26554732,3.5,2019/07/02,36
26554879,2.92,2019/06/26,32
26554937,2.96,2019/06/23,36
26555338,2.66,2019/06/23,31
26555450,2.02,2019/06/08,24
26555992,0.54,2019/06/26,6
26557068,0.25,2019/01/01,2
26557266,,,0
26557748,1.13,2019/06/17,13
26557901,2.33,2019/06/05,15
26558970,6.07,2019/07/06,67
26559223,0.09,2018/07/31,1
26559313,2.54,2019/06/16,30
26559476,8,2019/07/07,8
26559892,2.56,2019/07/02,30
26560159,0.69,2019/06/03,8
26560264,2.56,2019/07/02,30
26560973,0.54,2018/10/01,6
26561464,0.18,2018/08/29,2
26563874,1.6,2019/06/24,19
26564665,1.32,2018/11/24,16
26565864,0.8,2019/06/28,9
26566099,0.59,2018/08/23,7
26566291,3.62,2019/06/21,42
26569512,2.34,2019/04/28,16
26569565,0.62,2019/05/12,7
26569882,1.5,2019/06/01,4
26570172,0.26,2018/08/23,3
26570316,2.54,2019/06/29,28
26571135,0.09,2018/07/31,1
26571486,0.09,2018/07/25,1
26571706,0.25,2018/07/09,3
26572767,0.34,2018/10/01,4
26573069,3.43,2019/06/23,42
26574652,5.38,2019/06/19,66
26574775,0.99,2019/07/05,11
26574893,4.25,2019/06/23,50
26576819,0.5,2019/06/08,6
26584254,0.89,2019/06/29,10
26584630,1.86,2019/07/02,23
26587430,0.45,2019/05/04,1
26589357,0.19,2019/05/25,2
26592537,0.41,2018/10/15,5
26593665,,,0
26593733,0.55,2018/09/24,6
26594199,0.08,2018/07/10,1
26594390,2.11,2019/07/01,24
26594677,0.12,2018/11/05,1
26594746,0.25,2018/08/05,3
26595705,,,0
26595733,6.59,2019/06/22,80
26596388,4.89,2019/06/18,58
26597239,1.86,2019/06/24,21
26598131,0.25,2018/07/22,3
26598239,0.16,2018/07/22,2
26598477,1.62,2019/06/03,19
26599049,0.17,2018/07/29,2
26599360,2.09,2019/06/30,24
26600090,2.97,2019/06/27,34
26602263,2.36,2019/06/24,28
26602421,0.33,2019/02/10,4
26602878,0.26,2018/09/06,3
26602955,0.62,2019/04/02,7
26603881,,,0
26603929,5.42,2019/06/23,64
26604019,0.08,2018/07/17,1
26604063,6.28,2019/06/16,76
26604446,,,0
26606648,7.92,2019/07/02,19
26606845,0.43,2019/05/19,5
26607493,0.09,2018/08/15,1
26607877,0.6,2019/01/02,6
26608031,0.33,2018/11/24,4
26608302,,,0
26608589,,,0
26609429,0.49,2018/08/26,6
26619987,,,0
26622664,0.08,2018/07/21,1
26623526,0.52,2019/06/10,6
26627587,1.33,2019/01/01,15
26627762,0.09,2018/07/30,1
26630310,,,0
26632496,2.39,2019/05/31,26
26632917,1.53,2019/06/22,18
26633920,,,0
26635476,0.26,2018/10/31,3
26635867,0.94,2019/04/28,11
26638676,0.41,2019/05/16,5
26639925,1.24,2019/06/13,14
26640189,0.36,2019/04/07,3
26640231,1.09,2019/06/30,13
26640272,2.64,2019/06/06,30
26641303,0.26,2018/12/30,3
26641779,3.28,2019/07/01,38
26642831,0.42,2019/05/06,3
26643374,,,0
26645876,0.28,2018/08/19,3
26654670,4.37,2019/07/02,47
26655705,4.19,2019/06/23,50
26658854,0.99,2019/06/22,11
26659521,,,0
26660828,0.31,2019/04/01,3
26662052,0.25,2018/09/19,3
26662711,0.59,2019/03/24,7
26663094,0.51,2019/05/01,6
26663507,0.09,2018/08/19,1
26664229,1.15,2019/06/30,14
26664580,,,0
26664837,0.64,2019/06/26,7
26665072,,,0
26665387,3.24,2019/06/30,39
26665588,9.17,2019/07/01,22
26665850,0.68,2018/12/08,8
26666333,0.19,2019/03/04,2
26667693,4.96,2019/06/30,58
26668018,4.76,2019/07/01,57
26668116,4.06,2019/06/30,49
26668703,0.1,2018/09/01,1
26669041,2.25,2019/06/04,26
26669199,1.07,2019/05/04,12
26670401,2.29,2019/06/24,26
26670812,0.09,2018/08/15,1
26679556,0.18,2018/08/15,2
26681364,0.29,2018/10/24,3
26681846,0.66,2019/05/25,7
26682755,1.83,2019/06/09,22
26682918,0.93,2019/06/23,11
26683178,0.19,2018/12/20,2
26685276,,,0
26685314,5.79,2019/06/20,70
26687229,3.27,2019/06/23,38
26688045,,,0
26688805,0.35,2018/08/27,4
26689265,0.97,2019/04/28,10
26689797,2.06,2019/06/11,25
26690336,0.23,2019/03/01,1
26690488,1.92,2019/02/01,22
26690586,2.71,2019/05/31,30
26691677,0.34,2018/10/29,4
26691866,1.09,2019/06/18,13
26692070,3.06,2019/06/13,36
26692402,0.82,2019/06/16,9
26693195,4.76,2019/06/24,57
26694068,3.07,2019/06/20,34
26696254,0.68,2018/10/15,8
26703677,0.35,2019/06/15,4
26705460,3.27,2019/06/20,37
26706133,0.12,2018/11/04,1
26708055,0.16,2019/01/01,1
26709233,1.42,2019/07/07,16
26710580,,,0
26713367,0.79,2019/05/15,7
26715133,0.3,2019/05/29,3
26715682,2.22,2019/06/23,26
26716338,0.18,2018/08/28,2
26717112,0.52,2019/07/01,6
26717141,4.98,2019/07/02,55
26717498,,,0
26717562,,,0
26717696,0.35,2019/04/02,4
26717970,3.32,2019/03/25,40
26718375,1.9,2019/06/03,20
26719190,4.92,2019/06/26,42
26719426,3.46,2019/06/23,40
26721080,0.73,2018/10/11,8
26728369,1.16,2019/05/27,14
26734103,2.78,2019/06/02,33
26734288,2.66,2019/06/23,32
26734461,2.1,2019/07/05,21
26735127,2.3,2019/06/23,28
26735305,1.02,2019/03/25,12
26735765,0.58,2018/11/04,7
26737188,0.93,2019/06/15,10
26739023,1.51,2019/06/06,11
26739075,1.53,2019/05/01,18
26739303,3.04,2019/06/17,35
26741049,4.43,2019/07/07,44
26741585,5.26,2019/07/03,53
26741642,5.66,2019/06/30,27
26742074,0.78,2019/06/09,9
26743115,0.25,2019/03/13,1
26743342,1.34,2019/07/06,16
26743564,1.24,2019/05/06,14
26743587,1.57,2019/06/18,18
26743617,0.16,2019/01/06,1
26743638,0.27,2019/03/19,1
26743923,3.11,2019/05/26,35
26744053,,,0
26744721,2.14,2019/06/23,26
26745686,2.72,2019/06/03,32
26747129,0.19,2018/12/31,2
26747248,2.75,2019/06/24,32
26747415,8.64,2019/07/04,104
26748151,1.48,2019/06/05,15
26748374,0.19,2019/01/02,2
26748389,0.59,2019/05/11,7
26749031,6.2,2019/06/21,75
26749730,3.06,2019/04/21,32
26749932,0.68,2019/06/26,8
26750369,0.37,2018/09/01,4
26750461,0.09,2018/07/22,1
26750638,1.13,2019/06/30,13
26750740,,,0
26751201,3.84,2019/06/21,46
26753081,2.92,2019/06/20,35
26753210,0.37,2019/03/13,4
26753414,0.99,2019/07/01,11
26754406,2.43,2019/06/19,28
